Actor,ActorID,Year,Film,Votes,Rating,FilmID
Sofia Carson,nm6259860,2020,Feel the BeatSongbird,14283,10.899999999999999,tt10714856tt12592252
Sofia Pernas,nm2822103,2020,Secret Society of Second Born Royals,3537,4.8,tt10324122
Sonia Braga,nm0000968,2020,Fatima,1936,6.6,tt2197936
Sonya Walger,nm0907427,2020,Darkness Falls,845,4.5,tt6647564
Sope Dirisu,nm5444837,2020,His House,27103,6.5,tt8508734
Sophia Lillis,nm6096118,2020,Gretel & HanselUncle Frank,39635,12.7,tt9086228tt11327514
Sophia Loren,nm0000047,2020,The Life Ahead,10059,6.8,tt10627584
Sophia Myles,nm0617009,2020,Listen,1024,7.2,tt6627168
Sophie Nelisse,nm4563869,2020,The Kid Detective,7093,7.0,tt8980602
Sophie Rundle,nm2570706,2020,The Midnight Sky,70419,5.6,tt10539608
Spencer Daniels,nm1638022,2020,Hunter's Moon,443,3.3,tt5761986
Spencer Garrett,nm0308208,2020,Survival Skills,196,5.7,tt8622348
Stacey Dash,nm0001107,2020,First Lady,144,3.4,tt9068272
Stacy Keach,nm0005078,2020,Survival Skills,196,5.7,tt8622348
Stacy Martin,nm5237479,2020,ArchiveThe Night HouseThe Evening Hour,13658,18.9,tt6882604tt9731534tt5554356
Stanley Tucci,nm0001804,2020,The WitchesSupernovaWorth,29217,18.9,tt0805647tt11169050tt8009744
Stefania Spampinato,nm5312098,2020,Darkness Falls,845,4.5,tt6647564
Stephanie Cayo,nm0147310,2020,Force of Nature,7350,4.5,tt10308928
Stephanie Koenig,nm3649584,2020,Adam,446,6.4,tt1715344
Stephanie Sy,nm1638316,2020,The Grudge,21054,4.3,tt3612126
Stephen Bishop,nm1212071,2020,Fatal Affair,4883,4.5,tt11057594
Stephen Dillane,nm0226820,2020,The Man in the Hat,283,6.3,tt9056822
Stephen Dorff,nm0001151,2020,Embattled,956,6.6,tt6539992
Stephen Graham,nm0334318,2020,Greyhound,72827,7.0,tt6048922
Stephen Lang,nm0002332,2020,Rogue Warfare: Death of a Nation,229,3.1,tt7983744
Stephen McHattie,nm0565569,2020,Most Wanted,3084,6.1,tt1656177
Stephen Moyer,nm0610459,2020,G-Loc,707,4.5,tt9812258
Stephen Root,nm0740535,2020,Uncle FrankThe Empty ManFour Good Days,21283,19.3,tt11327514tt5867314tt10344522
Sterling K. Brown,nm1250791,2020,The Rhythm Section,13458,5.3,tt7134096
Steve Bacic,nm0045584,2020,2 Hearts,562,5.7,tt5616176
Steve Blum,nm0089710,2020,Mortal Kombat Legends: Scorpion's Revenge,11365,7.4,tt9580138
Steve Buscemi,nm0000114,2020,The King of Staten IslandHubie Halloween,82859,12.3,tt9686708tt10682266
Steve Carell,nm0136797,2020,Irresistible,12514,6.3,tt9076562
Steve Coogan,nm0176869,2020,The Trip to Greece,3055,6.6,tt10482504
Steve Guttenberg,nm0000430,2020,Rifkin's FestivalBreak EvenOriginal Gangster,2886,17.9,tt8593904tt9707580tt9824114
Steve Zahn,nm0001872,2020,Uncle FrankCowboys,14596,13.0,tt11327514tt6187134
Steven Berkoff,nm0000925,2020,Righteous Villains,357,6.7,tt10920190
Steven Mackintosh,nm0533599,2020,The Postcard Killings,6998,5.7,tt4106514
Steven R. McQueen,nm1997596,2020,The Warrant,290,4.1,tt10880084
Steven Williams,nm0931736,2020,Birds of Prey,177659,6.1,tt7713068
Steven Yeun,nm3081796,2020,Minari,25297,7.6,tt10633456
Stevie Lynn Jones,nm4766015,2020,Evil Takes Root,300,4.3,tt7830416
Storm Reid,nm4977564,2020,The Invisible Man,175278,7.1,tt1051906
Stormi Maya,nm8598252,2020,A Nice Girl Like You,2925,5.2,tt3278540
Stuart Margolin,nm0546765,2020,What the Night Can Do,150,4.4,tt5792124
Sugar Lyn Beard,nm0063944,2020,Unpregnant,4998,6.3,tt10556022
Suki Waterhouse,nm4025229,2020,MisbehaviourThe Broken Hearts Gallery,10154,12.4,tt9148706tt2140571
Sullivan Stapleton,nm0822982,2020,A Sunburnt Christmas,459,7.0,tt13409094
Sung Kang,nm0437646,2020,We Can Be Heroes,10953,4.7,tt10600398
Sunita Mani,nm4576371,2020,Save Yourselves!Evil Eye,7112,10.5,tt7873348tt12882620
Sunny Mabrey,nm1007554,2020,Hillbilly Elegy,29763,6.7,tt6772802
Sunny Suljic,nm6129779,2020,The Christmas Chronicles: Part Two,23535,6.0,tt11057644
Susan Anton,nm0000772,2020,Painter,136,4.3,tt7772872
Susan Lynch,nm0528462,2020,Here Are the Young Men,120,6.3,tt5598868
Susan Sarandon,nm0000215,2020,Fearless,1186,4.9,tt8675288
Susan Wokoma,nm1941294,2020,Enola Holmes,132681,6.6,tt7846844
Svetlana Khodchenkova,nm1300303,2020,On the Edge,151,5.9,tt10146208
Sydney Park,nm2193008,2020,Dead Reckoning,424,3.8,tt4194558
Sydney Sweeney,nm2858875,2020,Nocturne,5895,5.7,tt11044858
Sylvester McCoy,nm0566809,2020,The OwnersLost at Christmas,5391,9.9,tt9806370tt9144004
T.I.,nm1939267,2020,Monster HunterCut Throat City,31749,10.2,tt6475714tt3547306
T.J. Miller,nm2554352,2020,UnderwaterThe Stand In,67109,10.3,tt5774060tt7970348
Tadanobu Asano,nm0038355,2020,Minamata,1295,7.8,tt9179096
Taegen Burns,nm8722481,2020,Blue Ridge,185,4.5,tt11695190
Tahmoh Penikett,nm0671886,2020,2 HeartsThe Sinners,881,10.0,tt5616176tt7171054
Tait Fletcher,nm1324884,2020,Project Power,72541,6.0,tt7550000
Talia Balsam,nm0051104,2020,Worth,230,6.9,tt8009744
Talia Ryder,nm7867621,2020,Never Rarely Sometimes Always,17086,7.4,tt7772582
Talulah Riley,nm1506908,2020,Bloodshot,62953,5.7,tt1634106
Tamannaah Bhatia,nm1961459,2020,Sarileru Neekevvaru,5485,6.0,tt10773090
Tamlyn Tomita,nm0000674,2020,I Will Make You Mine,183,5.8,tt8820348
Tammy Blanchard,nm0087109,2020,Rifkin's FestivalThe Mimic,1480,10.4,tt8593904tt5704368
Tamzin Merchant,nm1708957,2020,Running Naked,147,5.1,tt8502944
Tania Raymonde,nm0713389,2020,Deep Blue Sea 3,4862,4.7,tt11946300
Tanya Reynolds,nm7737332,2020,Emma.,34941,6.7,tt9214832
Tara Reid,nm0005346,2020,Attack of the Unknown5th Borough,1909,10.3,tt8804580tt8241876
Taraji P. Henson,nm0378245,2020,Coffee & Kareem,11989,5.1,tt9898858
Tasneem Roc,nm0733541,2020,Love and Monsters,36075,7.0,tt2222042
Tasya Teles,nm5294636,2020,Break EvenThe Perfect Pickup,893,8.600000000000001,tt9707580tt2258724
Tate Donovan,nm0004883,2020,Worth,230,6.9,tt8009744
Tatyana Ali,nm0004700,2020,The Reason,115,5.4,tt5493516
Tay Strathairn,nm0833567,2020,Nomadland,47068,7.6,tt9770150
Taylor Dooley,nm1731786,2020,We Can Be Heroes,10953,4.7,tt10600398
Taylor John Smith,nm4973896,2020,Shadow in the Cloud,13592,4.8,tt9691136
Taylor Russell,nm5347988,2020,Words on Bathroom Walls,3719,7.1,tt8045906
Taylor Zakhar Perez,nm3253943,2020,The Kissing Booth 2,21771,5.8,tt9784456
Taylour Paige,nm3666749,2020,Ma Rainey's Black BottomZola,32912,12.9,tt10514222tt5439812
Tcheky Karyo,nm0001409,2020,Mermaid in Paris,431,5.5,tt9209312
Te Kohe Tuhaka,nm2702696,2020,Love and Monsters,36075,7.0,tt2222042
Temuera Morrison,nm0607325,2020,Occupation: Rainfall,1107,6.7,tt8615822
Teri Polo,nm0001632,2020,JL Family Ranch 2All for Nikki,398,10.8,tt10302982tt4160608
Teri Wyble,nm3582715,2020,The Hunt,73486,6.5,tt8244784
Terrence Howard,nm0005024,2020,Cut Throat City,1736,4.9,tt3547306
Terry Chen,nm0155389,2020,Coffee & KareemFalling,14464,11.399999999999999,tt9898858tt9143112
Terry Crews,nm0187719,2020,The WilloughbysJohn Henry,15839,9.9,tt5206260tt8170298
Terry Gilliam,nm0000416,2020,Bye Bye Morons,833,7.1,tt10196398
Terry Notary,nm1024953,2020,The Call of the Wild,40272,6.8,tt7504726
Terry Serpico,nm0785352,2020,I Still Believe,8868,6.5,tt9779516
Teryl Rothery,nm0745186,2020,Christmas with a Crown,441,4.7,tt12986254
Tess Harper,nm0002128,2020,The Evening Hour,101,6.1,tt5554356
Tessa Thompson,nm1935086,2020,Sylvie's Love,4470,6.8,tt9827834
Teyonah Parris,nm3500582,2020,The PhotographCharm City Kings,5742,12.5,tt7798646tt9048840
Thekla Reuten,nm0720671,2020,Marionette,1174,5.9,tt8237272
Theo James,nm3772243,2020,Archive,13357,6.3,tt6882604
Theo Rossi,nm0744331,2020,Ghosts of War,7001,5.5,tt6508228
Theresa Randle,nm0005337,2020,Bad Boys for Life,134317,6.6,tt1502397
Thesy Surface,nm2316545,2020,The Host,574,4.9,tt8316568
Thomas Bo Larsen,nm0488917,2020,Another Round,55075,7.8,tt10288566
Thomas Brodie-Sangster,nm1032473,2020,Dragon Rider,489,5.5,tt7080422
Thomas Haden Church,nm0002006,2020,The 24th,544,5.8,tt10452854
Thomas Ian Nicholas,nm0005272,2020,Adverse,3018,4.6,tt8597594
Thomas Jane,nm0005048,2020,Run Hide FightThe VanishedBreachMoney PlaneHunter's Moon,28933,21.6,tt11456054tt9794630tt9820556tt7286966tt5761986
Thomas Kretschmann,nm0470981,2020,GreyhoundThe Windermere ChildrenWaiting for Anya,76201,20.1,tt6048922tt10370380tt7095476
Thomas Lennon,nm0502073,2020,Valley Girl,2500,5.4,tt1266036
Thomas Middleditch,nm3042755,2020,Phineas and Ferb the Movie: Candace Against the Universe,3094,7.2,tt1817232
Thomas Sadoski,nm0755603,2020,The Mimic,111,4.4,tt5704368
Thomas Wilson Brown,nm0114787,2020,Last Three DaysThe Last Champion,647,10.6,tt6794504tt5689056
Thomasin McKenzie,nm5057169,2020,Lost Girls,17680,6.1,tt3111426
Thorbjorn Harr,nm0364028,2020,Cadaver,7299,5.1,tt11284280
Tichina Arnold,nm0036651,2020,The Main EventClover,2138,9.1,tt10540242tt7801350
Tiera Skovbye,nm1975050,2020,2 Hearts,562,5.7,tt5616176
Tiffany Boone,nm2274707,2020,The Midnight Sky,70419,5.6,tt10539608
Tiffany Haddish,nm1840504,2020,The SpongeBob Movie: Sponge on the RunLike a BossPhineas and Ferb the Movie: Candace Against the Universe,26199,17.8,tt4823776tt7545266tt1817232
Tika Sumpter,nm1754366,2020,Sonic the Hedgehog,94677,6.5,tt3794354
Til Schweiger,nm0001709,2020,"Die HochzeitGod, You're Such a Prick",666,8.4,tt10709742tt11458628
Tilda Swinton,nm0842770,2020,Last and First Men,1942,6.7,tt8015444
Tim McInnerny,nm0570570,2020,The Windermere Children,2398,7.2,tt10370380
Tim Meadows,nm0005218,2020,Hubie Halloween,39958,5.2,tt10682266
Tim Ross,nm5626530,2020,Bloody HellRomance on the Menu,2876,12.2,tt9772374tt11388822
Tim Russ,nm0750913,2020,The Midnight SkyUnbelievable!!!!!,71172,10.899999999999999,tt10539608tt2180583
Timothy Bottoms,nm0000961,2020,Tar,918,4.4,tt4351684
Timothy Hutton,nm0000459,2020,The Glorias,2248,5.4,tt7435316
Timothy Simons,nm3985937,2020,Happiest Season,27504,6.6,tt8522006
Timothy Spall,nm0001758,2020,Grizzly II: The ConcertIt Snows in Benidorm,609,9.3,tt0093119tt9806468
Timothy V. Murphy,nm1182011,2020,BreachBroil,5735,7.7,tt9820556tt8997712
Tina Fey,nm0275486,2020,Soul,215191,8.1,tt2948372
Tobin Bell,nm0068551,2020,The Call,1913,4.2,tt12971924
Toby Huss,nm0403947,2020,The RentalHorse Girl,35038,11.600000000000001,tt10003008tt11388406
Toby Jones,nm0429363,2020,ArchiveThe Last Thing He WantedUncle Vanya,26564,18.7,tt6882604tt7456312tt13299678
Toby Kebbell,nm1527905,2020,BloodshotBecoming,63892,10.4,tt1634106tt2573372
Toby Leonard Moore,nm2584861,2020,Mank,50094,7.0,tt10618286
Todd Haberkorn,nm1920556,2020,A Whisker AwayAltered Carbon: ResleevedTime to HuntYou've Got ThisYou Animal!,15845,32.2,tt11958344tt9310328tt11777040tt13118012tt11102242
Todd Stashwick,nm0823693,2020,"The Way BackThink Like a DogLove, Weddings & Other Disasters",36355,16.9,tt8544498tt5929654tt10235718
Tom Arnold,nm0000792,2020,1 Interrogation,384,4.1,tt4875960
Tom Berenger,nm0000297,2020,Blood and MoneyAdamBattle of the Bulge: Winter War,1801,13.9,tt9248110tt1715344tt12631030
Tom Brooke,nm1623508,2020,Say Your Prayers,106,5.1,tt4229826
Tom Burke,nm0121895,2020,MankThe Show,50298,13.9,tt10618286tt9165824
Tom Courtenay,nm0183822,2020,Summerland,3691,7.0,tt6841122
Tom Everett Scott,nm0779866,2020,CloudsSister of the Groom,6767,12.1,tt6473066tt9222438
Tom Felton,nm0271657,2020,A Babysitter's Guide to Monster Hunting,3080,5.4,tt4844150
Tom Goodman-Hill,nm0329259,2020,Rebecca,32535,6.0,tt2235695
Tom Green,nm0338381,2020,Homeward,281,2.6,tt11766318
Tom Hanks,nm0000158,2020,Borat Subsequent MoviefilmGreyhoundNews of the World,243032,20.5,tt13143964tt6048922tt6878306
Tom Hardy,nm0362766,2020,Capone,16555,4.7,tt6199572
Tom Holland,nm4043618,2020,OnwardThe Devil All the TimeDolittle,257896,20.1,tt7146812tt7395114tt6673612
Tom Kenny,nm0444786,2020,The SpongeBob Movie: Sponge on the RunFearlessLEGO DC: Shazam - Magic & Monsters,14192,17.2,tt4823776tt8675288tt12093878
Tom Pelphrey,nm1670601,2020,Mank,50094,7.0,tt10618286
Tom Segura,nm2660044,2020,The Opening Act,765,6.1,tt8633748
Tom Sizemore,nm0001744,2020,Monster HuntersAdamThe RunnersC.L.E.A.N.Apocalypse of Ice,1715,21.8,tt12942958tt1715344tt3290322tt6836734tt13036930
Tom Wlaschiha,nm0937239,2020,Rose Island,13645,7.0,tt10287954
Tommi Rose,nm8268181,2020,Dying for MotherhoodSorority Secrets,248,10.2,tt11634320tt11708482
Tommy Flanagan,nm0281107,2020,The Intergalactic Adventures of Max Cloud,1451,4.8,tt9472532
Tommy Lee Jones,nm0000169,2020,WanderThe Comeback Trail,3788,10.600000000000001,tt9689696tt5420210
Toni Collette,nm0001057,2020,I'm Thinking of Ending ThingsDream Horse,65685,12.6,tt7939766tt9883996
Tony Cavalero,nm3793647,2020,The Binge,2701,5.2,tt10994688
Tony Hale,nm0355024,2020,Nine DaysLast Call,548,14.5,tt10451852tt3300874
Tony Jaa,nm1388074,2020,Monster HunterJiu Jitsu,35333,8.2,tt6475714tt9624766
Tony Revolori,nm1727825,2020,Run,34687,6.7,tt8633478
Tony Todd,nm0865302,2020,Sky SharksBulletproof 2,1162,7.5,tt3977848tt9887580
Topher Grace,nm0333410,2020,Irresistible,12514,6.3,tt9076562
Tory Kittles,nm0457796,2020,Wander Darkly,776,5.8,tt8902978
Tracee Ellis Ross,nm0743896,2020,The High Note,7145,6.4,tt9308382
Tracey Ullman,nm0001808,2020,OnwardThe Prom,131277,13.3,tt7146812tt10161886
Tracy Letts,nm0504832,2020,French Exit,498,6.5,tt10279362
Tracy Morgan,nm0605079,2020,Scoob!,20220,5.7,tt3152592
Travis Fimmel,nm1379938,2020,Here Are the Young Men,120,6.3,tt5598868
Treat Williams,nm0001852,2020,Run Hide FightChristmas on the Square,16838,11.7,tt11456054tt10627548
Tress MacNeille,nm0534134,2020,Ella Bella Bingo,166,4.8,tt9537888
Trevor Donovan,nm1769806,2020,JL Family Ranch 2The Au Pair Nightmare,436,11.0,tt10302982tt10461740
Trey Tucker,nm5904649,2020,What Lies Below,2141,4.6,tt9264728
Tricia O'Kelley,nm0641518,2020,Malibu Rescue: The Next Wave,591,4.7,tt11032990
Trine Dyrholm,nm0245988,2020,Erna i krig,195,5.9,tt10747310
Troy Baker,nm1684869,2020,LEGO DC: Shazam - Magic & Monsters,734,6.3,tt12093878
Troy Iwata,nm4841621,2020,What Lies Below,2141,4.6,tt9264728
Tuc Watkins,nm0914424,2020,The Boys in the Band,12057,6.8,tt10199914
Tuppence Middleton,nm3095562,2020,MankPossessor,70850,13.5,tt10618286tt5918982
Tuvana Turkay,nm4994211,2020,Agir Romantik,799,4.3,tt10806028
Tye Sheridan,nm4446467,2020,The Night Clerk,11122,5.5,tt7979142
Tyler Hoechlin,nm0388382,2020,Palm Springs,93872,7.4,tt9484998
Tyler Hynes,nm0405281,2020,Hotwired in Suburbia,208,3.9,tt8985240
Tyler James Williams,nm1927701,2020,The Argument,479,4.6,tt10307856
Tyler Mane,nm0541932,2020,Penance Lane,867,4.3,tt1964995
Tyler Perry,nm1347153,2020,A Fall from Grace,12590,5.9,tt11390036
Tyler Posey,nm0692677,2020,Alone,1768,4.8,tt10192566
Tyrese Gibson,nm0879085,2020,The Christmas Chronicles: Part Two,23535,6.0,tt11057644
Tzi Ma,nm0002245,2020,MulanThe Kid DetectiveTigertail,127148,19.1,tt4566758tt8980602tt8902948
Udo Kier,nm0001424,2020,Last Moment of Clarity,1704,5.2,tt1929297
Uli Latukefu,nm5937328,2020,The Legend of Baron To'a,189,6.4,tt11690838
Ulrich Thomsen,nm0860947,2020,The Good TraitorErna i krig,667,12.3,tt10375972tt10747310
Uma Thurman,nm0000235,2020,The War with Grandpa,13282,5.6,tt4532038
Utkarsh Ambudkar,nm2064295,2020,MulanGodmotheredThe Broken Hearts Gallery,130904,17.9,tt4566758tt11681250tt2140571
Val Kilmer,nm0000174,2020,PaydirtA Soldier's Revenge,1213,7.7,tt11176322tt9302994
Valene Kane,nm3442484,2020,Nowhere Special,202,7.9,tt11286640
Valeria Golino,nm0000420,2020,You Came Back,142,4.7,tt9421456
Valerie Azlynn,nm1177286,2020,The Opening Act,765,6.1,tt8633748
Valerie Mahaffey,nm0536723,2020,French Exit,498,6.5,tt10279362
Vanessa Bayer,nm3364779,2020,Wander Darkly,776,5.8,tt8902978
Vanessa Hudgens,nm1227814,2020,Bad Boys for LifeThe Princess Switch: Switched Again,142183,11.899999999999999,tt1502397tt11199410
Vanessa Kirby,nm3948952,2020,Pieces of a WomanThe World to Come,35571,13.2,tt11161474tt9738716
Vanessa Marano,nm1404825,2020,This Is the Year,102,7.4,tt8231202
Vanessa Williams,nm0001853,2020,Bad Hair,2337,5.6,tt4798836
Vernon Wells,nm0920460,2020,Debt CollectorsBird,3321,9.3,tt10933680tt3291788
Veronica Cartwright,nm0001021,2020,Breaking Fast,1626,5.4,tt9112712
Veronica Echegui,nm1531585,2020,Unknown OriginsMy Heart Goes Boom!,6103,11.7,tt5827790tt11238932
Veronica Ngo,nm1787887,2020,The Old GuardDa 5 Bloods,174865,13.1,tt7556122tt9777644
Victor Garber,nm0001255,2020,Happiest SeasonFunny Face,27768,12.399999999999999,tt8522006tt11638942
Victoria Jackson,nm0414130,2020,Lost Heart,239,4.3,tt9640414
Victoria Pedretti,nm6442992,2020,Shirley,8496,6.2,tt8430598
Viggo Mortensen,nm0001557,2020,Falling,2475,6.3,tt9143112
Vijay Sethupathi,nm4043111,2020,Oh My KadavuleKa Pae RanasingamDhira,4672,20.9,tt11143108tt11731768tt13449672
Viktoriya Agalakova,nm5030374,2020,Cosmoball,1308,4.4,tt7176054
Vin Diesel,nm0004874,2020,Bloodshot,62953,5.7,tt1634106
Vince Vaughn,nm0000681,2020,FreakyArkansasThe Binge,40552,17.5,tt10919380tt9139586tt10994688
Vincent Cassel,nm0001993,2020,UnderwaterA Friendly Tale,66352,12.0,tt5774060tt11018048
Vincent Kartheiser,nm0440229,2020,The Social Dilemma,68007,7.6,tt11464826
Vinnie Jones,nm0005068,2020,The Big UglyI Am Vengeance: Retaliation,2494,8.3,tt9441638tt8972556
Viola Davis,nm0205626,2020,Ma Rainey's Black Bottom,32632,7.0,tt10514222
Violet Brinson,nm7404133,2020,Four Good Days,145,6.1,tt10344522
Virginia Gardner,nm4722966,2020,All the Bright Places,21827,6.5,tt3907584
Virginia Kull,nm3292425,2020,The Empty Man,6948,5.9,tt5867314
Virginia Madsen,nm0000515,2020,Operation Christmas Drop,9284,5.8,tt13236566
Virginie Efira,nm1812637,2020,Bye Bye MoronsNight Shift,1656,12.3,tt10196398tt9850344
Vivica A. Fox,nm0000407,2020,ArkansasHooking UpRevTrue to the Game 2,12384,20.0,tt9139586tt9815998tt11056594tt11237714
Vladimir Kulich,nm0474520,2020,Debt CollectorsThe Legion,3773,8.8,tt10933680tt8318284
Vondie Curtis-Hall,nm0193554,2020,The Night House,200,6.5,tt9731534
Wagner Moura,nm0609944,2020,Sergio,8443,6.1,tt8750570
Wallace Shawn,nm0001728,2020,Timmy Failure: Mistakes Were MadeRifkin's Festival,3689,12.1,tt6820324tt8593904
Walter Koenig,nm0000479,2020,Unbelievable!!!!!,753,5.3,tt2180583
Walton Goggins,nm0324658,2020,FatmanWords on Bathroom Walls,20791,13.0,tt10310140tt8045906
Wanda Sykes,nm0843100,2020,Friendsgiving,1513,4.4,tt8431078
Wayne Brady,nm0103750,2020,Phineas and Ferb the Movie: Candace Against the UniverseBlindfire,3497,11.600000000000001,tt1817232tt10103028
Wayne Knight,nm0001431,2020,The Very Excellent Mr. Dundee,1091,4.9,tt8560172
Wendi McLendon-Covey,nm1018488,2020,Sylvie's Love,4470,6.8,tt9827834
Wendy Crewson,nm0187724,2020,The Kid DetectiveThe Nest,13508,13.4,tt8980602tt8338762
Weronika Rosati,nm1617964,2020,Never Gonna Snow Again,681,6.4,tt9526784
Wes Brown,nm1734202,2020,The Call of the Wild,40272,6.8,tt7504726
Wes Chatham,nm1434871,2020,Tenet,323041,7.5,tt6723592
Wes Studi,nm0836071,2020,Soul,215191,8.1,tt2948372
Wesley Snipes,nm0000648,2020,Cut Throat City,1736,4.9,tt3547306
Whitney Cummings,nm1579753,2020,The Opening Act,765,6.1,tt8633748
Wil Wheaton,nm0000696,2020,Rent-A-PalMax Reload and the Nether Blasters,2859,11.0,tt12274228tt7424290
Will Ferrell,nm0002071,2020,Eurovision Song Contest: The Story of Fire SagaDownhillImpractical Jokers: The Movie,91233,17.3,tt8580274tt4558376tt9208444
Will Forte,nm0287182,2020,Scoob!The Willoughbys,34053,12.100000000000001,tt3152592tt5206260
Will Patton,nm0001599,2020,MinariSweet Thing,25845,14.899999999999999,tt10633456tt11685322
Will Peltz,nm3816797,2020,InstaPsycho,267,4.6,tt9024292
Will Sasso,nm0766005,2020,Irresistible,12514,6.3,tt9076562
Will Smith,nm0000226,2020,Bad Boys for Life,134317,6.6,tt1502397
Will Yun Lee,nm0498449,2020,Rogue Warfare: Death of a Nation,229,3.1,tt7983744
Willem Dafoe,nm0000353,2020,The Last Thing He Wanted,13050,4.3,tt7456312
William Baldwin,nm0000287,2020,Beckman2 Graves in the DesertS.O.S. Survive or Sacrifice,755,10.1,tt10989808tt5815420tt10852686
William Daniels,nm0200122,2020,Superintelligence,6078,5.4,tt7178640
William Forsythe,nm0001235,2020,I Am FearA Perfect Plan,703,7.699999999999999,tt1369571tt9261042
William Katt,nm0001411,2020,The 2nd,4288,3.8,tt11697484
William McNamara,nm0001530,2020,The 2nd,4288,3.8,tt11697484
William Moseley,nm0608440,2020,Artemis Fowl,23711,4.2,tt3089630
William Russ,nm0750916,2020,Chasing the Rain,163,4.3,tt2075078
William Sadler,nm0006669,2020,Bill & Ted Face the MusicThe Grudge,52134,10.399999999999999,tt1086064tt3612126
William Smith,nm0810342,2020,Irresistible,12514,6.3,tt9076562
Willie Garson,nm0308606,2020,Magic Camp,3390,6.3,tt3979300
Wilmer Valderrama,nm0005519,2020,Onward,108354,7.4,tt7146812
Winston Duke,nm6328300,2020,Spenser ConfidentialNine Days,73169,13.600000000000001,tt8629748tt10451852
Wood Harris,nm0365445,2020,Always and Forever,338,3.8,tt7544954
Wunmi Mosaku,nm2148911,2020,His House,27103,6.5,tt8508734
Xander Berkeley,nm0075359,2020,The Dark and the Wicked,9396,6.1,tt10229558
Ximena Lamadrid,nm9428690,2020,On the Rocks,24030,6.5,tt9606374
Xochitl Gomez,nm7961780,2020,Roped,1036,5.3,tt8523028
YaYa Gosselin,nm8533749,2020,We Can Be Heroes,10953,4.7,tt10600398
Yahya Abdul-Mateen II,nm5584344,2020,The Trial of the Chicago 7All Day and a Night,126179,13.6,tt1070874tt3993886
Yannick Bisson,nm0084370,2020,Anything for JacksonA Perfect Plan,3833,10.7,tt12137964tt9261042
Yara Shahidi,nm2780578,2020,Fearless,1186,4.9,tt8675288
Yasmine Al-Bustami,nm4251460,2020,Lucky,918,5.1,tt11701774
Yeo-bin Jeon,nm9256310,2020,Secret Zoo,983,6.1,tt11566164
Yeri Han,nm3680658,2020,MinariSecret Zoo,26280,13.7,tt10633456tt11566164
Yetide Badaki,nm1462340,2020,What We FoundChasing the Rain,534,9.399999999999999,tt7179594tt2075078
Yifei Liu,nm1703577,2020,Mulan,116927,5.6,tt4566758
Yolanda Lynes,nm7926404,2020,Knuckledust,161,5.0,tt9109072
